energy,a,b
700.0,0.5662899348353322,0.5718191544344438
700.1,0.5664463869970489,0.5718465979680609
700.2,0.5666028391587656,0.5718504479780702
700.3000000000001,0.5669770256989956,0.5722400487924761
700.4000000000001,0.5676533872666059,0.5728196424031924
700.5000000000001,0.567878436765506,0.5726690275543699
700.6000000000001,0.5676768892550514,0.5723317609329778
700.7000000000002,0.568074798808129,0.5724427780409663
700.8000000000002,0.5680387818598288,0.5724097640150616
700.9000000000002,0.5677972800244505,0.5725084375059737
701.0000000000002,0.5677735375905195,0.5732237973238713
701.1000000000003,0.5679941195125574,0.5732188490800033
701.2000000000003,0.5684108005299532,0.5735241962530366
701.3000000000003,0.5683181962618602,0.5744635665514403
701.4000000000003,0.5685975874748583,0.5735601863461068
701.5000000000003,0.5690302906204445,0.5730803147196186
701.6000000000004,0.5689942290880002,0.5738296698277194
701.7000000000004,0.56854945705531,0.5734069129423895
701.8000000000004,0.5679648222747824,0.5734055072431671
701.9000000000004,0.5685421826244947,0.5739144135566738
702.0000000000005,0.5684225518016052,0.5744087457782246
702.1000000000005,0.5681877986394691,0.5752024843604083
702.2000000000005,0.5692900746381575,0.5740065106639318
702.3000000000005,0.5690755274563346,0.5746021221885012
702.4000000000005,0.5686832113881979,0.5744473530550406
702.5000000000006,0.5689282863687296,0.5743910620424834
702.6000000000006,0.5678578455695655,0.5738707900479308
702.7000000000006,0.5683345583801833,0.5748564255199371
702.8000000000006,0.5688632774875156,0.5753782066081508
702.9000000000007,0.5687112096687548,0.5747221851491708
703.0000000000007,0.568800671784356,0.5749143976469787
703.1000000000007,0.5691037084023384,0.5748678321737745
703.2000000000007,0.5689958638868017,0.5744857120246948
703.3000000000008,0.5686665722122229,0.5746509097372197
703.4000000000008,0.5682967466854059,0.5745399603153681
703.5000000000008,0.5682224914081839,0.5747526535859147
703.6000000000008,0.5682063752378702,0.5750845574138792
703.7000000000008,0.5679389313320578,0.5749902509641674
703.8000000000009,0.5682706812335117,0.5745865731574641
703.9000000000009,0.5688974649155502,0.574750448151571
704.0000000000009,0.5680831546236191,0.5741772370073223
704.1000000000009,0.5671958427849871,0.5739838248426098
704.200000000001,0.5671455149144213,0.573914220135956
704.300000000001,0.5667935591852011,0.5738146281703105
704.400000000001,0.5660345614077745,0.5734089851976605
704.500000000001,0.5656335543035714,0.5737522679270495
704.600000000001,0.565774391091022,0.5739052607606941
704.7000000000011,0.5653773331793293,0.5729601718388584
704.8000000000011,0.5640200314808972,0.5720368451472938
704.9000000000011,0.5629010664121095,0.57152809215735
705.0000000000011,0.5620877416840258,0.5709793078729958
705.1000000000012,0.5610681052569391,0.5700422649319995
705.2000000000012,0.5591999618196296,0.5689090532423615
705.3000000000012,0.5575312042879178,0.5686609944931226
705.4000000000012,0.5557859285054021,0.5669596934964457
705.5000000000013,0.5525904979874252,0.5643116334637187
705.6000000000013,0.5488215978189318,0.561883142754731
705.7000000000013,0.5418559638109192,0.5579754560271887
705.8000000000013,0.5322672582172616,0.5502166362648303
705.9000000000013,0.5209284981729599,0.5416363974658305
706.0000000000014,0.5068035852757411,0.5318335423002242
706.1000000000014,0.4891122023693754,0.5196976704958823
706.2000000000014,0.4642899273994867,0.5029735731084657
706.3000000000014,0.4412588573905323,0.4835013746578864
706.4000000000015,0.4216762985054643,0.4670030231691892
706.5000000000015,0.4010629233332421,0.4527747842420425
706.6000000000015,0.37482601146057815,0.43835618376469604
706.7000000000015,0.35112075783632773,0.42322522258161727
706.8000000000015,0.33408692604987755,0.41098565611669874
706.9000000000016,0.32084742473258343,0.40247367454975796
707.0000000000016,0.3089423288379215,0.3955527316837039
707.1000000000016,0.2995715053228306,0.3896115847953939
707.2000000000016,0.2945748346093099,0.38390746493778755
707.3000000000017,0.2938763138648984,0.3809247586970865
707.4000000000017,0.29538078214479,0.3794778343347343
707.5000000000017,0.29829271515849676,0.3781590154338595
707.6000000000017,0.30463503915480794,0.3785580440933903
707.7000000000018,0.3107170720190865,0.38063984237332343
707.8000000000018,0.3168837377671159,0.383119666378366
707.9000000000018,0.3268931712278899,0.38571944446038203
708.0000000000018,0.3363858643188476,0.3887542871816399
708.1000000000018,0.3442628887810885,0.39215969392880634
708.2000000000019,0.3502445899831028,0.39441288064448915
708.3000000000019,0.3557877446148418,0.395927452000883
708.4000000000019,0.3619231913858819,0.3980299456338489
708.5000000000019,0.367637132349847,0.3999865561903077
708.600000000002,0.3719910465699907,0.40210950319408206
708.700000000002,0.3763865682340855,0.4044844394928876
708.800000000002,0.38103450165507385,0.40573515449828096
708.900000000002,0.3852716058895605,0.4073996339769905
709.000000000002,0.39087287298643614,0.41022473131798554
709.1000000000021,0.394888687613115,0.4124725976724357
709.2000000000021,0.39756042580108936,0.4147772870169117
709.3000000000021,0.4017496890117852,0.41675130291331036
709.4000000000021,0.408016414457459,0.4217751824064251
709.5000000000022,0.41174983637374724,0.4250927383204821
709.6000000000022,0.4156705458512324,0.42746564264757864
709.7000000000022,0.42026446134589557,0.4308987873824826
709.8000000000022,0.4243824851265356,0.4341954295549484
