checkbeam_checkrc_beamok,checkbeam_checktopup_time_beamok,macr16_data,refl_refl,refl_refl_raw,refl_refl_sens,vmag_field,vmag_phi,vmag_theta
1,1,73874,1.2154e-09,24309,5e-10,-2,90,35
1,1,73861,1.2137e-09,24274,5e-10,-1.9,90,35
1,1,73820,1.2124e-09,24247,5e-10,-1.8,90,35
1,1,73897,1.2132e-09,24265,5e-10,-1.7,90,35
1,1,73979,1.2117e-09,24233,5e-10,-1.6,90,35
1,1,73772,1.2103e-09,24205,5e-10,-1.5,90,35
1,1,73694,1.2065e-09,24130,5e-10,-1.4,90,35
1,1,73960,1.2084e-09,24167,5e-10,-1.3,90,35
1,1,73893,1.2057e-09,24113,5e-10,-1.2,90,35
1,1,73855,1.2024e-09,24048,5e-10,-1.1,90,35
1,1,73977,1.2037e-09,24074,5e-10,-1,90,35
1,1,73807,1.1973e-09,23946,5e-10,-0.9,90,35
1,1,73803,1.1985e-09,23970,5e-10,-0.8,90,35
1,1,73682,1.1916e-09,23831,5e-10,-0.7,90,35
1,1,73637,1.1903e-09,23806,5e-10,-0.6,90,35
1,1,73618,1.1828e-09,23657,5e-10,-0.5,90,35
1,1,73689,1.1823e-09,23646,5e-10,-0.4,90,35
1,1,73535,1.1808e-09,23616,5e-10,-0.3,90,35
1,1,73640,1.1808e-09,23615,5e-10,-0.2,90,35
1,1,73472,1.1784e-09,23569,5e-10,-0.1,90,35
1,1,73576,1.1786e-09,23571,5e-10,-1.1685e-14,90,35
1,1,73393,9.984e-10,19968,5e-10,0.1,90,35
1,1,73560,1.0009e-09,20018,5e-10,0.2,90,35
1,1,73482,9.987e-10,19974,5e-10,0.3,90,35
1,1,73444,9.9835e-10,19967,5e-10,0.4,90,35
1,1,73410,9.9675e-10,19935,5e-10,0.5,90,35
1,1,73375,9.8625e-10,19725,5e-10,0.6,90,35
1,1,73454,9.867e-10,19734,5e-10,0.7,90,35
1,1,73467,9.777e-10,19554,5e-10,0.8,90,35
1,1,73573,9.7835e-10,19567,5e-10,0.9,90,35
1,1,73491,9.6485e-10,19297,5e-10,1,90,35
1,1,73420,9.6385e-10,19277,5e-10,1.1,90,35
1,1,73529,9.261e-10,18522,5e-10,1.2,90,35
1,1,73621,9.2495e-10,18499,5e-10,1.3,90,35
1,1,73581,9.2465e-10,18493,5e-10,1.4,90,35
1,1,73604,9.2265e-10,18453,5e-10,1.5,90,35
1,1,73504,9.2115e-10,18423,5e-10,1.6,90,35
1,1,73578,9.215e-10,18430,5e-10,1.7,90,35
1,1,73524,9.2025e-10,18405,5e-10,1.8,90,35
1,1,73535,9.202e-10,18404,5e-10,1.9,90,35
1,1,73524,9.19e-10,18380,5e-10,2,90,35
1,1,73697,9.2045e-10,18409,5e-10,2.1,90,35
1,1,73709,9.2065e-10,18413,5e-10,2.2,90,35
1,1,73616,9.1965e-10,18393,5e-10,2.3,90,35
1,1,73628,9.196e-10,18392,5e-10,2.4,90,35
1,1,73686,9.199e-10,18398,5e-10,2.5,90,35
1,1,73522,9.178e-10,18356,5e-10,2.6,90,35
1,1,73366,9.163e-10,18326,5e-10,2.7,90,35
1,1,73440,9.1655e-10,18331,5e-10,2.8,90,35
1,1,73414,9.165e-10,18330,5e-10,2.9,90,35
1,1,73303,9.16e-10,18320,5e-10,3,90,35
1,1,73389,9.1545e-10,18309,5e-10,3.1,90,35
1,1,73303,9.153e-10,18306,5e-10,3.2,90,35
1,1,73433,9.1655e-10,18331,5e-10,3.3,90,35
1,1,73440,9.1625e-10,18325,5e-10,3.4,90,35
1,1,73410,9.158e-10,18316,5e-10,3.5,90,35
1,1,73306,9.15e-10,18300,5e-10,3.6,90,35
1,1,73482,9.1685e-10,18337,5e-10,3.7,90,35
1,1,73473,9.1595e-10,18319,5e-10,3.8,90,35
1,1,73319,9.154e-10,18308,5e-10,3.9,90,35
1,1,73388,9.158e-10,18316,5e-10,4,90,35
1,1,73450,9.1615e-10,18323,5e-10,4.1,90,35
1,1,73203,9.137e-10,18274,5e-10,4.2,90,35
1,1,73413,9.153e-10,18306,5e-10,4.3,90,35
1,1,73315,9.147e-10,18294,5e-10,4.4,90,35
1,1,73323,9.152e-10,18304,5e-10,4.5,90,35
1,1,73341,9.1555e-10,18311,5e-10,4.6,90,35
1,1,73315,9.1425e-10,18285,5e-10,4.7,90,35
1,1,73305,9.1475e-10,18295,5e-10,4.8,90,35
1,1,73283,9.147e-10,18294,5e-10,4.9,90,35
1,1,73243,9.143e-10,18286,5e-10,5,90,35
1,1,73218,9.134e-10,18268,5e-10,5.1,90,35
1,1,73181,9.1355e-10,18271,5e-10,5.2,90,35
1,1,73228,9.143e-10,18286,5e-10,5.3,90,35
1,1,73294,9.1425e-10,18285,5e-10,5.4,90,35
1,1,73342,9.1455e-10,18291,5e-10,5.5,90,35
1,1,73285,9.145e-10,18290,5e-10,5.6,90,35
1,1,73479,9.165e-10,18330,5e-10,5.7,90,35
1,1,73498,9.1605e-10,18321,5e-10,5.8,90,35
1,1,73382,9.155e-10,18310,5e-10,5.9,90,35
1,1,73432,9.1605e-10,18321,5e-10,6,90,35
1,1,73080,9.131e-10,18262,5e-10,6.1,90,35
1,1,73190,9.133e-10,18266,5e-10,6.2,90,35
1,1,73232,9.1325e-10,18265,5e-10,6.3,90,35
1,1,73112,9.124e-10,18248,5e-10,6.4,90,35
1,1,73134,9.1265e-10,18253,5e-10,6.5,90,35
1,1,73081,9.1215e-10,18243,5e-10,6.6,90,35
1,1,72903,9.108e-10,18216,5e-10,6.7,90,35
1,1,73079,9.1185e-10,18237,5e-10,6.8,90,35
1,1,72866,9.1015e-10,18203,5e-10,6.9,90,35
1,1,73038,9.114e-10,18228,5e-10,7,90,35
1,1,73107,9.124e-10,18248,5e-10,7.1,90,35
1,1,72991,9.1195e-10,18239,5e-10,7.2,90,35
1,1,73065,9.1195e-10,18239,5e-10,7.3,90,35
1,1,73051,9.121e-10,18242,5e-10,7.4,90,35
1,1,73272,9.1435e-10,18287,5e-10,7.5,90,35
1,1,73206,9.135e-10,18270,5e-10,7.6,90,35
1,1,73131,9.122e-10,18244,5e-10,7.7,90,35
1,1,73264,9.1425e-10,18285,5e-10,7.8,90,35
1,1,73229,9.141e-10,18282,5e-10,7.9,90,35
1,1,73280,9.144e-10,18288,5e-10,8,90,35
