checkbeam_checkrc_beamok,checkbeam_checktopup_time_beamok,macr16_data,refl_refl,refl_refl_raw,refl_refl_sens,vmag_field,vmag_phi,vmag_theta
1,1,79569,1.7694e-09,35389,5e-10,4.5,90,35
1,1,79607,1.771e-09,35420,5e-10,4.4,90,35
1,1,79395,1.7674e-09,35349,5e-10,4.3,90,35
1,1,79264,1.7652e-09,35304,5e-10,4.2,90,35
1,1,79245,1.7646e-09,35291,5e-10,4.1,90,35
1,1,79253,1.7655e-09,35311,5e-10,4,90,35
1,1,79396,1.7681e-09,35362,5e-10,3.9,90,35
1,1,79274,1.7655e-09,35311,5e-10,3.8,90,35
1,1,79395,1.7674e-09,35349,5e-10,3.7,90,35
1,1,79198,1.7652e-09,35304,5e-10,3.6,90,35
1,1,79150,1.7629e-09,35258,5e-10,3.5,90,35
1,1,79204,1.7652e-09,35304,5e-10,3.4,90,35
1,1,79236,1.7663e-09,35326,5e-10,3.3,90,35
1,1,79395,1.7683e-09,35367,5e-10,3.2,90,35
1,1,79288,1.7675e-09,35351,5e-10,3.1,90,35
1,1,79255,1.7665e-09,35330,5e-10,3,90,35
1,1,79310,1.768e-09,35361,5e-10,2.9,90,35
1,1,79291,1.7682e-09,35364,5e-10,2.8,90,35
1,1,79209,1.766e-09,35321,5e-10,2.7,90,35
1,1,79222,1.7668e-09,35336,5e-10,2.6,90,35
1,1,79271,1.7679e-09,35358,5e-10,2.5,90,35
1,1,79476,1.7708e-09,35417,5e-10,2.4,90,35
1,1,79515,1.7726e-09,35452,5e-10,2.3,90,35
1,1,79279,1.7698e-09,35395,5e-10,2.2,90,35
1,1,79215,1.7697e-09,35394,5e-10,2.1,90,35
1,1,79244,1.7689e-09,35378,5e-10,2,90,35
1,1,79485,1.7732e-09,35464,5e-10,1.9,90,35
1,1,79325,1.7726e-09,35452,5e-10,1.8,90,35
1,1,79396,1.7725e-09,35450,5e-10,1.7,90,35
1,1,79453,1.7759e-09,35518,5e-10,1.6,90,35
1,1,79600,1.7769e-09,35539,5e-10,1.5,90,35
1,1,79613,1.7799e-09,35598,5e-10,1.4,90,35
1,1,79482,1.7763e-09,35526,5e-10,1.3,90,35
1,1,79584,1.7806e-09,35612,5e-10,1.2,90,35
1,1,79573,1.7822e-09,35643,5e-10,1.1,90,35
1,1,79383,1.7791e-09,35582,5e-10,1,90,35
1,1,79545,1.7837e-09,35675,5e-10,0.9,90,35
1,1,79531,1.784e-09,35680,5e-10,0.8,90,35
1,1,79541,1.7891e-09,35782,5e-10,0.7,90,35
1,1,79443,1.7868e-09,35736,5e-10,0.6,90,35
1,1,79646,1.7943e-09,35887,5e-10,0.5,90,35
1,1,79442,1.7953e-09,35906,5e-10,0.4,90,35
1,1,79669,1.7995e-09,35989,5e-10,0.3,90,35
1,1,79524,1.8001e-09,36001,5e-10,0.2,90,35
1,1,79373,1.7982e-09,35964,5e-10,0.1,90,35
1,1,79579,1.8024e-09,36047,5e-10,1.1685e-14,90,35
1,1,79449,1.8087e-09,36175,5e-10,-0.1,90,35
1,1,79475,1.8097e-09,36193,5e-10,-0.2,90,35
1,1,79625,1.8163e-09,36326,5e-10,-0.3,90,35
1,1,79514,1.8145e-09,36289,5e-10,-0.4,90,35
1,1,79611,1.8211e-09,36422,5e-10,-0.5,90,35
1,1,79564,1.8277e-09,36554,5e-10,-0.6,90,35
1,1,79598,1.8282e-09,36565,5e-10,-0.7,90,35
1,1,79513,1.8359e-09,36717,5e-10,-0.8,90,35
1,1,79508,1.8362e-09,36725,5e-10,-0.9,90,35
1,1,79575,1.8469e-09,36938,5e-10,-1,90,35
1,1,79457,1.846e-09,36919,5e-10,-1.1,90,35
1,1,79615,1.8604e-09,37208,5e-10,-1.2,90,35
1,1,79659,1.935e-09,38701,5e-10,-1.3,90,35
1,1,79680,1.9355e-09,38710,5e-10,-1.4,90,35
1,1,79599,1.9395e-09,38791,5e-10,-1.5,90,35
1,1,79581,1.9387e-09,38773,5e-10,-1.6,90,35
1,1,79358,1.9383e-09,38766,5e-10,-1.7,90,35
1,1,79502,1.9401e-09,38802,5e-10,-1.8,90,35
1,1,79431,1.9419e-09,38838,5e-10,-1.9,90,35
1,1,79437,1.9421e-09,38843,5e-10,-2,90,35
1,1,79388,1.9424e-09,38848,5e-10,-2.1,90,35
1,1,79335,1.9431e-09,38863,5e-10,-2.2,90,35
1,1,79341,1.9433e-09,38867,5e-10,-2.3,90,35
1,1,79389,1.9443e-09,38886,5e-10,-2.4,90,35
1,1,79441,1.946e-09,38921,5e-10,-2.5,90,35
1,1,79402,1.9464e-09,38927,5e-10,-2.6,90,35
1,1,79433,1.9485e-09,38970,5e-10,-2.7,90,35
1,1,79206,1.9439e-09,38877,5e-10,-2.8,90,35
1,1,79183,1.943e-09,38859,5e-10,-2.9,90,35
1,1,79223,1.9441e-09,38881,5e-10,-3,90,35
1,1,79136,1.9434e-09,38868,5e-10,-3.1,90,35
1,1,79136,1.9438e-09,38875,5e-10,-3.2,90,35
1,1,79249,1.9457e-09,38915,5e-10,-3.3,90,35
1,1,79209,1.9457e-09,38913,5e-10,-3.4,90,35
1,1,79454,1.9497e-09,38993,5e-10,-3.5,90,35
1,1,79412,1.9499e-09,38999,5e-10,-3.6,90,35
1,1,79385,1.9502e-09,39004,5e-10,-3.7,90,35
1,1,79584,1.9534e-09,39068,5e-10,-3.8,90,35
1,1,79396,1.9518e-09,39035,5e-10,-3.9,90,35
1,1,79488,1.9528e-09,39057,5e-10,-4,90,35
1,1,79437,1.9521e-09,39041,5e-10,-4.1,90,35
1,1,79465,1.9529e-09,39058,5e-10,-4.2,90,35
1,1,79351,1.9502e-09,39005,5e-10,-4.3,90,35
1,1,79390,1.9516e-09,39033,5e-10,-4.4,90,35
1,1,79458,1.9535e-09,39069,5e-10,-4.5,90,35
1,1,79421,1.9518e-09,39036,5e-10,-4.6,90,35
1,1,79292,1.9506e-09,39011,5e-10,-4.7,90,35
1,1,79321,1.9501e-09,39003,5e-10,-4.8,90,35
1,1,79339,1.9509e-09,39018,5e-10,-4.9,90,35
1,1,79610,1.9567e-09,39134,5e-10,-5,90,35
1,1,79453,1.9539e-09,39079,5e-10,-5.1,90,35
1,1,79391,1.9524e-09,39049,5e-10,-5.2,90,35
1,1,79353,1.9519e-09,39037,5e-10,-5.3,90,35
1,1,79186,1.9499e-09,38998,5e-10,-5.4,90,35
1,1,79361,1.9519e-09,39037,5e-10,-5.5,90,35
1,1,79302,1.9516e-09,39033,5e-10,-5.6,90,35
1,1,79369,1.9532e-09,39063,5e-10,-5.7,90,35
1,1,79359,1.9529e-09,39058,5e-10,-5.8,90,35
1,1,79502,1.9541e-09,39083,5e-10,-5.9,90,35
1,1,79316,1.9514e-09,39028,5e-10,-6,90,35
1,1,79167,1.9489e-09,38979,5e-10,-6.1,90,35
1,1,79184,1.9485e-09,38970,5e-10,-6.2,90,35
1,1,79301,1.9511e-09,39023,5e-10,-6.3,90,35
1,1,79174,1.9498e-09,38996,5e-10,-6.4,90,35
1,1,79360,1.9537e-09,39074,5e-10,-6.5,90,35
1,1,79263,1.9509e-09,39017,5e-10,-6.6,90,35
1,1,79383,1.9528e-09,39056,5e-10,-6.7,90,35
1,1,79429,1.9541e-09,39082,5e-10,-6.8,90,35
1,1,79405,1.9544e-09,39088,5e-10,-6.9,90,35
1,1,79353,1.9534e-09,39067,5e-10,-7,90,35
1,1,79482,1.9555e-09,39110,5e-10,-7.1,90,35
1,1,79476,1.9564e-09,39127,5e-10,-7.2,90,35
1,1,79352,1.9538e-09,39076,5e-10,-7.3,90,35
1,1,79425,1.955e-09,39100,5e-10,-7.4,90,35
1,1,79386,1.9538e-09,39075,5e-10,-7.5,90,35
1,1,79234,1.9512e-09,39024,5e-10,-7.6,90,35
1,1,79191,1.9494e-09,38987,5e-10,-7.7,90,35
1,1,79285,1.9523e-09,39045,5e-10,-7.8,90,35
1,1,79143,1.9496e-09,38992,5e-10,-7.9,90,35
1,1,79324,1.953e-09,39060,5e-10,-8,90,35
