checkbeam_checkrc_beamok,checkbeam_checktopup_time_beamok,macr16_data,refl_refl,refl_refl_raw,refl_refl_sens,vmag_field,vmag_phi,vmag_theta
1,1,79440,1.9519e-09,39038,5e-10,-4.5,90,35
1,1,79444,1.9528e-09,39056,5e-10,-4.4,90,35
1,1,79238,1.9487e-09,38975,5e-10,-4.3,90,35
1,1,79332,1.9498e-09,38996,5e-10,-4.2,90,35
1,1,79402,1.9518e-09,39035,5e-10,-4.1,90,35
1,1,79516,1.9533e-09,39066,5e-10,-4,90,35
1,1,79610,1.9553e-09,39107,5e-10,-3.9,90,35
1,1,79546,1.954e-09,39080,5e-10,-3.8,90,35
1,1,79607,1.9547e-09,39094,5e-10,-3.7,90,35
1,1,79830,1.9587e-09,39174,5e-10,-3.6,90,35
1,1,79696,1.9556e-09,39113,5e-10,-3.5,90,35
1,1,79689,1.9551e-09,39102,5e-10,-3.4,90,35
1,1,79677,1.956e-09,39119,5e-10,-3.3,90,35
1,1,79690,1.9552e-09,39104,5e-10,-3.2,90,35
1,1,79587,1.9522e-09,39044,5e-10,-3.1,90,35
1,1,79571,1.9525e-09,39051,5e-10,-3,90,35
1,1,79555,1.9513e-09,39027,5e-10,-2.9,90,35
1,1,79493,1.951e-09,39020,5e-10,-2.8,90,35
1,1,79357,1.9477e-09,38954,5e-10,-2.7,90,35
1,1,79276,1.9457e-09,38914,5e-10,-2.6,90,35
1,1,79331,1.9469e-09,38937,5e-10,-2.5,90,35
1,1,79269,1.944e-09,38879,5e-10,-2.4,90,35
1,1,79350,1.9457e-09,38915,5e-10,-2.3,90,35
1,1,79159,1.9411e-09,38821,5e-10,-2.2,90,35
1,1,79085,1.9383e-09,38766,5e-10,-2.1,90,35
1,1,79258,1.9426e-09,38852,5e-10,-2,90,35
1,1,79361,1.942e-09,38840,5e-10,-1.9,90,35
1,1,79215,1.9394e-09,38788,5e-10,-1.8,90,35
1,1,79146,1.9366e-09,38733,5e-10,-1.7,90,35
1,1,79146,1.9352e-09,38705,5e-10,-1.6,90,35
1,1,78946,1.9315e-09,38630,5e-10,-1.5,90,35
1,1,79175,1.931e-09,38621,5e-10,-1.4,90,35
1,1,79083,1.9303e-09,38606,5e-10,-1.3,90,35
1,1,79153,1.9291e-09,38581,5e-10,-1.2,90,35
1,1,79227,1.9262e-09,38524,5e-10,-1.1,90,35
1,1,79232,1.9264e-09,38528,5e-10,-1,90,35
1,1,79104,1.9214e-09,38427,5e-10,-0.9,90,35
1,1,79239,1.9226e-09,38452,5e-10,-0.8,90,35
1,1,79217,1.9179e-09,38358,5e-10,-0.7,90,35
1,1,79182,1.9182e-09,38363,5e-10,-0.6,90,35
1,1,79272,1.9133e-09,38266,5e-10,-0.5,90,35
1,1,79270,1.9076e-09,38152,5e-10,-0.4,90,35
1,1,79214,1.9075e-09,38150,5e-10,-0.3,90,35
1,1,79424,1.9042e-09,38085,5e-10,-0.2,90,35
1,1,79348,1.9043e-09,38086,5e-10,-0.1,90,35
1,1,79282,1.9009e-09,38017,5e-10,-1.1685e-14,90,35
1,1,79208,1.889e-09,37779,5e-10,0.1,90,35
1,1,79280,1.8895e-09,37791,5e-10,0.2,90,35
1,1,79149,1.882e-09,37639,5e-10,0.3,90,35
1,1,79329,1.8852e-09,37704,5e-10,0.4,90,35
1,1,79365,1.8803e-09,37606,5e-10,0.5,90,35
1,1,79244,1.8679e-09,37359,5e-10,0.6,90,35
1,1,79288,1.8678e-09,37356,5e-10,0.7,90,35
1,1,79232,1.8559e-09,37118,5e-10,0.8,90,35
1,1,79120,1.8551e-09,37103,5e-10,0.9,90,35
1,1,79010,1.8337e-09,36674,5e-10,1,90,35
1,1,79139,1.8361e-09,36722,5e-10,1.1,90,35
1,1,79248,1.7798e-09,35596,5e-10,1.2,90,35
1,1,79157,1.7755e-09,35510,5e-10,1.3,90,35
1,1,79072,1.7739e-09,35477,5e-10,1.4,90,35
1,1,79081,1.7699e-09,35398,5e-10,1.5,90,35
1,1,79050,1.77e-09,35399,5e-10,1.6,90,35
1,1,78994,1.7681e-09,35363,5e-10,1.7,90,35
1,1,79154,1.7705e-09,35410,5e-10,1.8,90,35
1,1,79237,1.7721e-09,35442,5e-10,1.9,90,35
1,1,79161,1.7698e-09,35395,5e-10,2,90,35
1,1,79255,1.7716e-09,35432,5e-10,2.1,90,35
1,1,79252,1.7707e-09,35413,5e-10,2.2,90,35
1,1,79226,1.7709e-09,35418,5e-10,2.3,90,35
1,1,79322,1.7714e-09,35428,5e-10,2.4,90,35
1,1,79383,1.7708e-09,35417,5e-10,2.5,90,35
1,1,79352,1.7707e-09,35414,5e-10,2.6,90,35
1,1,79261,1.7696e-09,35392,5e-10,2.7,90,35
1,1,79272,1.7705e-09,35409,5e-10,2.8,90,35
1,1,79350,1.7708e-09,35417,5e-10,2.9,90,35
1,1,79111,1.7682e-09,35365,5e-10,3,90,35
1,1,79067,1.7657e-09,35314,5e-10,3.1,90,35
1,1,79164,1.768e-09,35360,5e-10,3.2,90,35
1,1,79118,1.7663e-09,35326,5e-10,3.3,90,35
1,1,79038,1.7655e-09,35310,5e-10,3.4,90,35
1,1,79067,1.7656e-09,35313,5e-10,3.5,90,35
1,1,79097,1.7665e-09,35330,5e-10,3.6,90,35
1,1,78937,1.7637e-09,35273,5e-10,3.7,90,35
1,1,78936,1.7627e-09,35255,5e-10,3.8,90,35
1,1,78885,1.7631e-09,35262,5e-10,3.9,90,35
1,1,78833,1.7613e-09,35225,5e-10,4,90,35
1,1,79137,1.7659e-09,35318,5e-10,4.1,90,35
1,1,78908,1.7634e-09,35268,5e-10,4.2,90,35
1,1,78940,1.7633e-09,35266,5e-10,4.3,90,35
1,1,78947,1.7638e-09,35276,5e-10,4.4,90,35
1,1,78943,1.7632e-09,35264,5e-10,4.5,90,35
1,1,78997,1.764e-09,35281,5e-10,4.6,90,35
1,1,79054,1.765e-09,35300,5e-10,4.7,90,35
1,1,79109,1.7665e-09,35329,5e-10,4.8,90,35
1,1,79037,1.7655e-09,35311,5e-10,4.9,90,35
1,1,79115,1.7665e-09,35330,5e-10,5,90,35
1,1,79127,1.7662e-09,35325,5e-10,5.1,90,35
1,1,78962,1.7641e-09,35282,5e-10,5.2,90,35
1,1,79006,1.7641e-09,35283,5e-10,5.3,90,35
1,1,79094,1.7654e-09,35309,5e-10,5.4,90,35
1,1,78904,1.7632e-09,35263,5e-10,5.5,90,35
1,1,78864,1.7615e-09,35230,5e-10,5.6,90,35
1,1,78831,1.7615e-09,35231,5e-10,5.7,90,35
1,1,78728,1.761e-09,35220,5e-10,5.8,90,35
1,1,78938,1.7629e-09,35258,5e-10,5.9,90,35
1,1,78918,1.7633e-09,35266,5e-10,6,90,35
1,1,78817,1.7621e-09,35242,5e-10,6.1,90,35
1,1,78985,1.7646e-09,35291,5e-10,6.2,90,35
1,1,78978,1.7646e-09,35292,5e-10,6.3,90,35
1,1,79094,1.7658e-09,35316,5e-10,6.4,90,35
1,1,78993,1.7642e-09,35284,5e-10,6.5,90,35
1,1,78996,1.7643e-09,35286,5e-10,6.6,90,35
1,1,78947,1.7633e-09,35267,5e-10,6.7,90,35
1,1,78921,1.7644e-09,35288,5e-10,6.8,90,35
1,1,78948,1.7635e-09,35271,5e-10,6.9,90,35
1,1,79004,1.7641e-09,35283,5e-10,7,90,35
1,1,78834,1.7612e-09,35224,5e-10,7.1,90,35
1,1,79127,1.766e-09,35321,5e-10,7.2,90,35
1,1,79053,1.7654e-09,35309,5e-10,7.3,90,35
1,1,79290,1.7688e-09,35377,5e-10,7.4,90,35
1,1,79151,1.7672e-09,35344,5e-10,7.5,90,35
1,1,79170,1.7681e-09,35363,5e-10,7.6,90,35
1,1,79158,1.7669e-09,35338,5e-10,7.7,90,35
1,1,79188,1.7673e-09,35347,5e-10,7.8,90,35
1,1,79178,1.7685e-09,35369,5e-10,7.9,90,35
1,1,79255,1.7681e-09,35363,5e-10,8,90,35
