energy,a,b
770.0,0.6487622816728553,0.6580694586310947
770.1,0.6492958535895433,0.6588762420360583
770.2,0.6494690891051859,0.658894885109552
770.3000000000001,0.6495159523589205,0.6592296265239319
770.4000000000001,0.6499321076437026,0.6598068279303909
770.5000000000001,0.6506549777270724,0.6596796767890688
770.6000000000001,0.6504445429664117,0.6600310108531745
770.7000000000002,0.650774869486108,0.6598779927589491
770.8000000000002,0.6509780155600644,0.6597976650784589
770.9000000000002,0.650689896197693,0.6606060034204501
771.0000000000002,0.6506394593887362,0.6603978548593517
771.1000000000003,0.6511360081433055,0.6610922528299672
771.2000000000003,0.6515866730643834,0.6621694969102091
771.3000000000003,0.6515827999051004,0.6616067941692041
771.4000000000003,0.6520107917903456,0.6614330282688029
771.5000000000003,0.6528259087160602,0.6617223745511457
771.6000000000004,0.6524030813076833,0.661185933961203
771.7000000000004,0.6522155383649292,0.6619346812654449
771.8000000000004,0.6526224401866314,0.6624908692428466
771.9000000000004,0.6527448109674026,0.6636404094507973
772.0000000000005,0.6526154712708033,0.6631912233503614
772.1000000000005,0.6533897387819,0.663316303393811
772.2000000000005,0.6536681368212133,0.6635751375755433
772.3000000000005,0.654145778101134,0.6636518027356196
772.4000000000005,0.6538838351423538,0.6637383569823765
772.5000000000006,0.6539441000930319,0.6634318805456969
772.6000000000006,0.654045982795038,0.6647941551920008
772.7000000000006,0.6541792759772075,0.6651672463491353
772.8000000000006,0.654580468462831,0.664884794131303
772.9000000000007,0.655039731923819,0.6646757337294509
773.0000000000007,0.6555056992817565,0.66578185479641
773.1000000000007,0.6550179750782866,0.6651758902941459
773.2000000000007,0.6554909633641871,0.66456805178229
773.3000000000008,0.6560327314205221,0.665342537156555
773.4000000000008,0.6550386363582594,0.6673514914875742
773.5000000000008,0.6559766757758667,0.6663186139045207
773.6000000000008,0.6564493484157448,0.6660550902780756
773.7000000000008,0.6571877098693097,0.667137101359195
773.8000000000009,0.6566964600934644,0.6671029315827567
773.9000000000009,0.6567371481396451,0.6665205862845663
774.0000000000009,0.6572103464222447,0.6670104918543206
774.1000000000009,0.6563189612275716,0.6679638755787036
774.200000000001,0.656194090971585,0.667071264083242
774.300000000001,0.6570910623730962,0.6680180813690789
774.400000000001,0.6578354701445341,0.6687824713973944
774.500000000001,0.6575899115410642,0.6677782858192154
774.600000000001,0.6579247703614175,0.6674297257196898
774.7000000000011,0.658696717608875,0.6682010949997073
774.8000000000011,0.6583103842355231,0.6677074995796944
774.9000000000011,0.6579581749714871,0.667662206460483
775.0000000000011,0.6581289524939758,0.6686749748095281
775.1000000000012,0.6581011208788118,0.668408333781253
775.2000000000012,0.6584388478902617,0.6688918205876173
775.3000000000012,0.6589234315768785,0.6689298726376735
775.4000000000012,0.6588469707439232,0.6684890921840321
775.5000000000013,0.6584581477359697,0.6685853773236553
775.6000000000013,0.6588773441759241,0.6691798836956283
775.7000000000013,0.6580119341829396,0.6687056810590206
775.8000000000013,0.6576209573121702,0.6689685139428365
775.9000000000013,0.6579324091970106,0.6700955852717376
776.0000000000014,0.6580177197408019,0.6681265199826432
776.1000000000014,0.6577604424764573,0.6686189973311532
776.2000000000014,0.6563758152055632,0.6680750034568239
776.3000000000014,0.6567390348412125,0.667217122574772
776.4000000000015,0.6559687049329421,0.6664719653944922
776.5000000000015,0.6537424499916243,0.666976157522219
776.6000000000015,0.6528387662675583,0.6656143955013474
776.7000000000015,0.6521832139094819,0.6640824706870037
776.8000000000015,0.6492482231997565,0.6635594138095049
776.9000000000016,0.647258722408784,0.6605640004750729
777.0000000000016,0.6444522649832867,0.6571877515913371
777.1000000000016,0.6376052008704814,0.6534553804380293
777.2000000000016,0.6294735641224474,0.6468487821166087
777.3000000000017,0.6181283090614819,0.6390316447106716
777.4000000000017,0.602941978021462,0.627789873453579
777.5000000000017,0.5855842975496718,0.6142783493147613
777.6000000000017,0.5668723375576299,0.5981296561552932
777.7000000000018,0.5458785617557157,0.5813749056016553
777.8000000000018,0.5262703724998745,0.5650859551410283
777.9000000000018,0.508881059889523,0.5506334654839667
778.0000000000018,0.4962900164642299,0.5401789235457424
778.1000000000018,0.4889289116236364,0.5326288369479976
778.2000000000019,0.48470933696720064,0.529224038414965
778.3000000000019,0.483140713385528,0.5271727200954296
778.4000000000019,0.48459173437243075,0.5266080323805502
778.5000000000019,0.48740074759865887,0.5282924783797683
778.600000000002,0.49088319791426616,0.5299524958340625
778.700000000002,0.4954633914218333,0.5324728585723671
778.800000000002,0.5000334749918937,0.5354757722812034
778.900000000002,0.5048559242365004,0.5395885419050462
779.000000000002,0.5102678177639163,0.5437256223383625
779.1000000000021,0.5155916241890198,0.5468716896799245
